Module,Run_Type,Run_Start_ticks,Run_Start_sec,Unused1,Unused2
0,0x501,3191021589,1680641241,--,--
No,Ch,Hit,Time_H,Time_L,Energy
2854,0,0x110121,0,2871383208,2707
2855,1,0x110222,0,2871874408,333
2856,0,0x110121,0,2873570696,375
2857,1,0x110222,0,2876443752,2200
2858,0,0x110121,0,2878484552,1962
2859,0,0x110121,0,2879355688,919
2860,0,0x110121,0,2879429128,421
2861,0,0x110121,0,2880710056,2612
2862,0,0x110121,0,2881501320,3167
2863,0,0x110121,0,2881692616,609
2864,0,0x110121,0,2882428968,333
2865,0,0x110121,0,2883322440,422
2866,0,0x110121,0,2883597864,2162
2867,1,0x110222,0,2883597960,2049
2868,1,0x110222,0,2885922120,2181
2869,0,0x110121,0,2885947624,1130
2870,1,0x110222,0,2886017896,2676
2871,0,0x110121,0,2887267624,307
2872,1,0x110222,0,2887988040,546
2873,1,0x110222,0,2888363688,934
2874,1,0x110222,0,2888914088,898
2875,1,0x110222,0,2890387624,482
2876,1,0x110222,0,2892177064,1758
2877,1,0x110222,0,2893005320,2726
2878,1,0x110222,0,2896094472,487
2879,1,0x110222,0,2896531912,2280
2880,1,0x110222,0,2898622376,1355
2881,0,0x110121,0,2900131720,1447
2882,1,0x110222,0,2903117000,449
2883,0,0x110121,0,2903540680,345
2884,1,0x110222,0,2905647720,793
2885,1,0x110222,0,2907495848,381
2886,1,0x110222,0,2909556264,1094
2887,1,0x110222,0,2910063400,4376
2888,0,0x110121,0,2910298952,3167
2889,0,0x110121,0,2916292776,4057
2890,1,0x110222,0,2916292872,1140
2891,0,0x110121,0,2918418344,379
2892,1,0x110222,0,2919103208,1106
2893,0,0x110121,0,2921004424,959
2894,1,0x110222,0,2921004488,2672
2895,1,0x110222,0,2921215624,778
2896,0,0x110121,0,2921337864,425
2897,1,0x110222,0,2922093512,4005
2898,0,0x110121,0,2924223464,2995
2899,1,0x110222,0,2924223560,2323
2900,0,0x110121,0,2925046760,2737
2901,0,0x110121,0,2928347304,339
2902,1,0x110222,0,2928712328,392
2903,1,0x110222,0,2928844648,643
2904,1,0x110222,0,2929635400,1538
2905,1,0x110222,0,2932060008,2042
2906,0,0x110121,0,2933436264,687
2907,0,0x110121,0,2935748936,2799
2908,1,0x110222,0,2936262248,2389
2909,1,0x110222,0,2938146088,973
2910,1,0x110222,0,2938800360,3336
2911,0,0x110121,0,2939198600,624
2912,1,0x110222,0,2939198696,529
2913,1,0x110222,0,2941396360,1833
2914,1,0x110222,0,2941728136,713
2915,1,0x110222,0,2943497576,1428
2916,1,0x110222,0,2943950696,2330
2917,0,0x110121,0,2944005032,364
2918,1,0x110222,0,2944629928,452
2919,1,0x110222,0,2945631144,325
2920,0,0x110121,0,2946580680,400
2921,1,0x110222,0,2947420872,2371
2922,0,0x110121,0,2950094344,526
2923,0,0x110321,0,2950858472,365
2924,1,0x110222,0,2950858504,2615
2925,0,0x110121,0,2951909960,906
2926,1,0x110222,0,2952499880,3122
2927,1,0x110222,0,2954538472,634
2928,1,0x110222,0,2958412552,2921
2929,1,0x110222,0,2959728616,5943
2930,1,0x110222,0,2959973544,3638
2931,1,0x110222,0,2963651880,2436
2932,1,0x110222,0,2964585256,2465
2933,1,0x110222,0,2965784680,2420
2934,1,0x110222,0,2968255304,1753
2935,0,0x110121,0,2970212232,981
2936,0,0x110121,0,2971737512,1025
2937,1,0x110222,0,2972765736,803
2938,0,0x110121,0,2973711272,2639
2939,1,0x110222,0,2973711432,441
2940,1,0x110222,0,2973775880,954
2941,0,0x110121,0,2974825544,258
2942,1,0x110222,0,2975391368,358
2943,1,0x110222,0,2976756296,1785
2944,1,0x110222,0,2976789448,1632
2945,0,0x110121,0,2977383656,3064
2946,0,0x110121,0,2977546984,1878
2947,0,0x110121,0,2977818984,2251
2948,0,0x110121,0,2979870824,364
2949,0,0x110121,0,2981188360,2836
2950,1,0x110222,0,2981386248,594
2951,1,0x110222,0,2982938792,2612
2952,0,0x110121,0,2983471144,398
2953,1,0x110222,0,2985599720,2615
2954,1,0x110222,0,2986159848,473
2955,1,0x110222,0,2986650408,3492
2956,1,0x110222,0,2986778312,713
2957,1,0x110222,0,2988276104,601
2958,1,0x110222,0,2989106088,1286
2959,1,0x110222,0,2990654344,2624
2960,0,0x110121,0,2990809064,660
2961,0,0x110121,0,2991889512,358
2962,1,0x110222,0,2991895368,684
2963,1,0x110222,0,2994773704,510
2964,0,0x110121,0,2998043528,339
2965,1,0x110222,0,2998435528,967
2966,1,0x110222,0,3000475464,511
2967,1,0x110222,0,3002053768,1218
2968,0,0x110121,0,3004339720,3079
2969,0,0x110121,0,3005236360,1682
2970,0,0x110121,0,3006388488,872
2971,1,0x110222,0,3007709288,1103
2972,1,0x110222,0,3010460584,744
2973,1,0x110222,0,3012132648,377
2974,1,0x110222,0,3012621864,500
2975,1,0x110222,0,3013376680,357
2976,1,0x110222,0,3017963848,2504
2977,1,0x110222,0,3019382344,4916
2978,0,0x110121,0,3019656072,1537
2979,1,0x110222,0,3022637096,442
2980,0,0x110121,0,3022800264,2246
2981,0,0x110121,0,3023858216,1471
2982,1,0x110222,0,3025031944,691
2983,1,0x110222,0,3029415816,2351
2984,1,0x110222,0,3031476584,492
2985,0,0x110121,0,3033050536,1507
2986,1,0x110222,0,3033050600,1517
2987,0,0x110121,0,3036785512,1284
2988,1,0x110222,0,3036785576,2493
2989,0,0x110121,0,3036839624,1561
2990,1,0x110222,0,3037053384,606
2991,1,0x110222,0,3041909384,333
2992,1,0x110222,0,3042822600,2514
2993,1,0x110222,0,3043574472,354
2994,1,0x110222,0,3043731592,1442
2995,1,0x110222,0,3044715304,2376
2996,1,0x110222,0,3045109128,574
2997,1,0x110222,0,3046973448,1293
2998,0,0x110121,0,3048791240,1624
2999,1,0x110222,0,3049176904,320
3000,0,0x110121,0,3049301288,3144
3001,1,0x110222,0,3049301416,899
3002,0,0x110121,0,3049452488,3115
3003,1,0x110222,0,3049452584,1847
3004,0,0x110121,0,3050412584,2896
3005,0,0x110121,0,3051714728,1449
3006,0,0x110121,0,3051878024,344
3007,1,0x110222,0,3052102408,1336
3008,0,0x110121,0,3052602536,256
3009,0,0x110121,0,3055330856,2119
3010,0,0x110121,0,3057438888,2059
3011,1,0x110222,0,3057846120,629
3012,0,0x110121,0,3058436392,3130
3013,1,0x110222,0,3058856040,2330
3014,0,0x110121,0,3061704456,481
3015,0,0x110121,0,3064731240,2856
3016,1,0x110222,0,3065258536,2412
3017,1,0x110222,0,3066822664,2453
3018,1,0x110222,0,3067332840,2599
3019,1,0x110222,0,3069661608,2385
3020,1,0x110222,0,3070338952,344
3021,0,0x110121,0,3070779304,549
3022,1,0x110222,0,3070779368,1996
3023,1,0x110222,0,3072578376,786
3024,0,0x110121,0,3072926792,262
3025,1,0x110222,0,3073366952,628
3026,1,0x110222,0,3074187784,2740
3027,0,0x110121,0,3075157736,3160
3028,0,0x110121,0,3076055688,4453
3029,1,0x110222,0,3076742440,1436
3030,0,0x110121,0,3076863848,3170
3031,1,0x110222,0,3076864040,366
3032,0,0x110121,0,3077397128,726
3033,1,0x110222,0,3078278280,826
3034,1,0x110222,0,3079051528,831
3035,1,0x110222,0,3079978920,2032
3036,0,0x110121,0,3084489704,2666
3037,1,0x110222,0,3085002504,2396
3038,1,0x110222,0,3085420328,2553
3039,0,0x110121,0,3085628488,544
3040,1,0x110222,0,3085628552,1903
3041,1,0x110222,0,3086645768,2564
3042,0,0x110321,0,3088149832,652
3043,1,0x110222,0,3088149864,2141
3044,0,0x110121,0,3089460296,661
3045,0,0x110121,0,3089813608,819
3046,0,0x110121,0,3091189000,355
3047,1,0x110222,0,3091669224,1237
3048,0,0x110121,0,3093166664,2840
3049,1,0x110222,0,3093166760,2636
3050,1,0x110222,0,3095151784,3074
3051,0,0x110121,0,3097747976,614
3052,1,0x110222,0,3099940520,2602
3053,1,0x110222,0,3100643528,2383
3054,0,0x110121,0,3100830088,1546
3055,1,0x110222,0,3101100808,656
3056,1,0x110222,0,3102012584,415
3057,0,0x110121,0,3102500136,2817
3058,1,0x110222,0,3102500296,347
3059,0,0x110121,0,3104350536,489
3060,1,0x110222,0,3104990312,1806
3061,0,0x110121,0,3105589672,591
3062,1,0x110222,0,3106181960,531
3063,1,0x110222,0,3106445128,1019
3064,1,0x110222,0,3108384104,388
3065,1,0x110222,0,3109879464,2326
3066,1,0x110222,0,3110746696,1724
3067,1,0x110222,0,3113341352,2277
3068,0,0x110121,0,3116740872,3185
3069,0,0x110121,0,3118325416,2127
3070,0,0x110121,0,3120518248,2193
3071,1,0x110222,0,3120518376,569
3072,0,0x110121,0,3121724328,3234
3073,1,0x110222,0,3121724424,1915
3074,1,0x110222,0,3123985160,1163
3075,1,0x110222,0,3124033032,587
3076,0,0x110121,0,3125437544,5974
3077,1,0x110222,0,3127058472,1074
3078,1,0x110222,0,3127573032,772
3079,0,0x110321,0,3129105448,471
3080,1,0x110222,0,3129105480,2300
3081,1,0x110222,0,3129617288,421
3082,1,0x110222,0,3133641032,318
3083,0,0x110121,0,3136990696,412
3084,1,0x110222,0,3137605096,352
3085,0,0x110121,0,3140537384,2556
3086,1,0x110222,0,3140537512,665
3087,1,0x110222,0,3141558888,2537
3088,1,0x110222,0,3142129352,334
3089,0,0x110121,0,3144048360,1254
3090,1,0x110222,0,3146438280,2704
3091,1,0x110222,0,3146893000,469
3092,0,0x110121,0,3147486056,1534
3093,1,0x110222,0,3149629640,945
3094,0,0x110121,0,3152273160,1702
3095,1,0x110222,0,3152273224,2397
3096,1,0x110222,0,3154655624,351
3097,1,0x110222,0,3156282664,721
3098,0,0x110121,0,3158527176,3148
3099,1,0x110222,0,3158527272,1715
3100,0,0x110121,0,3158536840,284
3101,1,0x110222,0,3160277416,435
3102,1,0x110222,0,3160515112,657
3103,1,0x110222,0,3160719784,477
3104,0,0x110121,0,3161126408,1850
3105,1,0x110222,0,3161126568,338
3106,1,0x110222,0,3161386280,1102
3107,0,0x110121,0,3163199592,1904
3108,1,0x110222,0,3163482952,306
3109,0,0x110121,0,3164222568,1559
3110,1,0x110222,0,3164255048,1075
3111,1,0x110222,0,3164406760,2297
3112,0,0x110121,0,3164651816,557
3113,1,0x110222,0,3168479880,358
3114,1,0x110222,0,3169792104,1449
3115,1,0x110222,0,3170930792,1044
3116,0,0x110121,0,3171145224,517
3117,1,0x110222,0,3171145320,577
3118,0,0x110121,0,3171987112,2512
3119,0,0x110121,0,3172051016,1855
3120,1,0x110222,0,3174464008,2893
3121,0,0x110121,0,3176407368,662
3122,1,0x110222,0,3176407432,2215
3123,0,0x110121,0,3178646024,788
3124,0,0x110121,0,3179060136,736
3125,1,0x110222,0,3180068968,2731
3126,0,0x110121,0,3182775784,904
3127,1,0x110222,0,3182775912,433
3128,1,0x110222,0,3183037576,2361
3129,1,0x110222,0,3183846760,2340
3130,1,0x110222,0,3184381064,1532
3131,1,0x110222,0,3188242856,556
3132,0,0x110121,0,3188886504,1532
3133,1,0x110222,0,3189099976,513
3134,0,0x110121,0,3191193768,701
3135,1,0x110222,0,3192157960,339
3136,1,0x110222,0,3192754856,952
3137,1,0x110222,0,3193310152,2408
3138,1,0x110222,0,3193444264,1787
3139,0,0x110121,0,3193924232,1829
3140,1,0x110222,0,3194531272,379
3141,0,0x110121,0,3194987848,2817
3142,0,0x110121,0,3196185736,1310
3143,1,0x110222,0,3197536104,2731
3144,0,0x110121,0,3198270696,308
3145,1,0x110222,0,3198547368,2233
3146,1,0x110222,0,3199082152,1882
3147,1,0x110222,0,3199694184,1164
3148,1,0x110222,0,3200607464,378
3149,0,0x110121,0,3201119144,828
3150,1,0x110222,0,3201866952,1594
3151,1,0x110222,0,3203009640,659
3152,0,0x110121,0,3203130504,5869
3153,0,0x110121,0,3205207176,302
3154,1,0x110222,0,3205954888,584
3155,1,0x110222,0,3206747848,946
3156,1,0x110222,0,3209957544,757
3157,0,0x110121,0,3210738888,559
3158,1,0x110222,0,3210738920,1837
3159,0,0x110121,0,3212267656,426
3160,1,0x110222,0,3214243912,576
3161,1,0x110222,0,3214478248,1412
3162,1,0x110222,0,3214690664,324
3163,1,0x110222,0,3217707688,304
3164,0,0x110121,0,3219090856,848
3165,1,0x110222,0,3219849128,2552
3166,1,0x110222,0,3220781992,786
3167,0,0x110121,0,3222824232,3259
3168,0,0x110121,0,3225661608,1327
3169,1,0x110222,0,3225661736,539
3170,1,0x110222,0,3226504232,343
3171,1,0x110222,0,3226891848,1985
3172,0,0x110121,0,3230646152,368
3173,1,0x110222,0,3232669000,302
3174,0,0x110121,0,3233252296,509
3175,1,0x110222,0,3233448392,374
3176,0,0x110121,0,3236544072,363
3177,1,0x110222,0,3237356840,493
3178,1,0x110222,0,3242583304,442
3179,0,0x110121,0,3243349608,2073
3180,0,0x110121,0,3243889512,301
3181,1,0x110222,0,3245547720,2624
3182,1,0x110222,0,3246930056,330
3183,1,0x110222,0,3248097352,2231
3184,0,0x110121,0,3250088040,1764
3185,1,0x110222,0,3250088104,2205
3186,1,0x110222,0,3250331080,2315
3187,1,0x110222,0,3252708136,1160
3188,0,0x110121,0,3252789512,3271
3189,0,0x110121,0,3253450280,636
3190,0,0x110121,0,3253786824,894
3191,0,0x110121,0,3256542920,2713
3192,1,0x110222,0,3257024968,502
3193,1,0x110222,0,3257787496,987
3194,1,0x110222,0,3258049896,440
3195,1,0x110222,0,3259433256,753
3196,1,0x110222,0,3259858536,388
3197,1,0x110222,0,3260421032,337
3198,0,0x110121,0,3260509224,704
3199,0,0x110121,0,3262319944,622
3200,1,0x110222,0,3264152200,418
3201,1,0x110222,0,3264566408,654
3202,1,0x110222,0,3264675464,422
3203,0,0x110121,0,3266762632,3154
3204,0,0x110121,0,3268557224,573
3205,1,0x110222,0,3268557288,2238
3206,0,0x110121,0,3269767368,2750
3207,0,0x110121,0,3273102408,610
3208,1,0x110222,0,3274425352,2444
3209,1,0x110222,0,3274721512,389
3210,0,0x110121,0,3275024008,2792
3211,1,0x110222,0,3275024072,2559
3212,1,0x110222,0,3275257640,1754
3213,0,0x110121,0,3275468360,281
3214,0,0x110121,0,3278239816,599
3215,1,0x110222,0,3279317640,2326
3216,0,0x110121,0,3279789704,2884
3217,1,0x110222,0,3279979688,741
3218,0,0x110121,0,3280341992,488
3219,0,0x110121,0,3281532264,492
3220,1,0x110222,0,3285638472,2075
3221,0,0x110121,0,3287120392,1653
3222,0,0x110121,0,3289063272,4664
3223,1,0x110222,0,3289421128,836
3224,0,0x110121,0,3289992008,621
3225,1,0x110222,0,3289992136,373
3226,0,0x110121,0,3290462504,1642
3227,1,0x110222,0,3290462632,458
3228,0,0x110121,0,3290916552,1241
3229,1,0x110222,0,3290916648,1639
3230,1,0x110222,0,3291445384,595
3231,1,0x110222,0,3291607720,2317
3232,1,0x110222,0,3294965352,713
3233,0,0x110121,0,3295847912,2838
3234,1,0x110222,0,3296515880,663
3235,0,0x110121,0,3297170408,2679
3236,0,0x110121,0,3297600488,512
3237,0,0x110121,0,3297668648,1210
3238,1,0x110222,0,3297668776,544
3239,1,0x110222,0,3298017928,375
3240,1,0x110222,0,3298294344,691
3241,1,0x110222,0,3300034888,1565
3242,0,0x110121,0,3302710728,1506
3243,1,0x110222,0,3303755272,1057
3244,0,0x110121,0,3304362856,975
3245,1,0x110222,0,3304821032,2747
3246,1,0x110222,0,3306476104,2194
3247,1,0x110222,0,3306619208,2839
3248,1,0x110222,0,3306865992,2452
3249,0,0x110121,0,3307214440,1505
3250,1,0x110222,0,3307214600,399
3251,0,0x110121,0,3308366344,1446
3252,0,0x110121,0,3309122440,717
3253,1,0x110222,0,3309122504,2506
3254,0,0x110121,0,3310094888,838
3255,1,0x110222,0,3310094920,2186
3256,1,0x110222,0,3310234696,1704
3257,1,0x110222,0,3311537640,752
3258,1,0x110222,0,3313936840,448
3259,1,0x110222,0,3314036328,1606
3260,1,0x110222,0,3315611240,569
3261,0,0x110121,0,3315737896,3164
3262,0,0x110121,0,3316681224,2062
3263,0,0x110121,0,3318521608,2341
3264,1,0x110222,0,3318521704,1079
3265,1,0x110222,0,3319041416,356
3266,0,0x110121,0,3319338568,3087
3267,0,0x110121,0,3319631784,852
3268,0,0x110121,0,3319715560,2185
3269,1,0x110222,0,3319715720,388
3270,1,0x110222,0,3320737192,2913
3271,1,0x110222,0,3322730472,1222
3272,0,0x110121,0,3323498344,3909
3273,1,0x110222,0,3323498504,461
3274,1,0x110222,0,3324566760,451
3275,0,0x110121,0,3325871304,1342
3276,1,0x110222,0,3326013064,848
3277,0,0x110121,0,3326350792,268
3278,1,0x110222,0,3327105288,2906
3279,1,0x110222,0,3327271304,2015
3280,1,0x110222,0,3328524872,278
3281,1,0x110222,0,3328620520,319
3282,0,0x110121,0,3330025256,763
3283,1,0x110222,0,3330355752,344
3284,0,0x110121,0,3331976200,3249
3285,0,0x110121,0,3332074728,683
3286,1,0x110222,0,3332692072,401
3287,1,0x110222,0,3335527464,334
3288,0,0x110321,0,3335656392,273
3289,1,0x110322,0,3335656392,4543
3290,0,0x110121,0,3337423976,518
3291,1,0x110222,0,3337530248,1088
3292,0,0x110121,0,3338786056,910
3293,1,0x110222,0,3339729928,400
3294,0,0x110121,0,3346423496,1374
3295,0,0x110121,0,3348609416,910
3296,1,0x110222,0,3349053608,528
3297,1,0x110222,0,3350379944,3855
3298,0,0x110121,0,3351675720,443
3299,0,0x110121,0,3354230280,1587
3300,1,0x110222,0,3355133032,394
3301,1,0x110222,0,3355441448,1153
3302,0,0x110121,0,3357685192,419
3303,1,0x110222,0,3360824104,4638
3304,0,0x110121,0,3360886280,933
3305,1,0x110222,0,3363176968,360
3306,0,0x110121,0,3364131400,2940
3307,1,0x110222,0,3366189192,1981
3308,0,0x110121,0,3366426280,365
3309,1,0x110222,0,3366451432,293
3310,1,0x110222,0,3367329800,575
3311,1,0x110222,0,3368673672,492
3312,0,0x110121,0,3369569800,2088
3313,1,0x110222,0,3369569864,3257
3314,1,0x110222,0,3370534952,2570
3315,0,0x110321,0,3371481704,615
3316,1,0x110222,0,3371481736,2020
3317,1,0x110222,0,3372101736,845
3318,1,0x110222,0,3372139016,2287
3319,1,0x110222,0,3374220072,2680
3320,1,0x110222,0,3374535880,342
3321,0,0x110121,0,3374753992,2302
3322,1,0x110222,0,3374754152,414
3323,0,0x110121,0,3375020616,2527
3324,1,0x110222,0,3375020808,338
3325,1,0x110222,0,3379491368,2259
3326,1,0x110222,0,3381280808,409
3327,1,0x110222,0,3381399720,2147
3328,1,0x110222,0,3381886408,383
3329,1,0x110222,0,3384116712,3543
3330,0,0x110121,0,3384999944,998
3331,0,0x110121,0,3385112520,1441
3332,1,0x110222,0,3385211080,1648
3333,1,0x110222,0,3387115400,696
3334,0,0x110121,0,3387749800,336
3335,1,0x110222,0,3391284072,481
3336,1,0x110222,0,3391818696,1582
3337,1,0x110222,0,3392648104,1408
3338,1,0x110222,0,3392937928,1709
3339,1,0x110222,0,3393263656,454
3340,1,0x110222,0,3393364584,802
3341,1,0x110222,0,3393659048,2172
3342,1,0x110222,0,3393681064,918
3343,1,0x110222,0,3395593928,2332
3344,0,0x110121,0,3396299336,943
3345,1,0x110222,0,3396377608,488
3346,0,0x110121,0,3396773576,2789
3347,1,0x110222,0,3396773640,2899
3348,1,0x110222,0,3396985672,2680
3349,0,0x110121,0,3399260008,1543
3350,1,0x110222,0,3399260072,2588
3351,1,0x110222,0,3399388040,843
3352,1,0x110222,0,3400432584,2372
3353,0,0x110121,0,3400858664,2173
3354,0,0x110121,0,3403238088,310
3355,0,0x110121,0,3405251784,723
3356,1,0x110222,0,3406564232,396
3357,1,0x110222,0,3407603912,2575
3358,0,0x110121,0,3409292136,2849
3359,1,0x110222,0,3411869000,2638
3360,1,0x110222,0,3413200264,912
3361,0,0x110121,0,3415431368,705
3362,0,0x110121,0,3415518120,1504
3363,1,0x110222,0,3415966952,1501
3364,0,0x110121,0,3417089320,2438
3365,1,0x110222,0,3421028936,633
3366,1,0x110222,0,3421432840,503
3367,0,0x110121,0,3424735848,622
3368,1,0x110222,0,3424735912,1834
3369,1,0x110222,0,3425638280,2693
3370,1,0x110222,0,3426157032,304
3371,0,0x110121,0,3426443944,1235
3372,1,0x110222,0,3428987176,957
3373,1,0x110222,0,3429755048,733
3374,1,0x110222,0,3432605032,514
3375,0,0x110121,0,3434621384,318
3376,1,0x110222,0,3435270344,547
3377,0,0x110121,0,3436226760,657
3378,0,0x110121,0,3437842056,2749
3379,1,0x110222,0,3440693640,3127
3380,1,0x110222,0,3442402984,2627
3381,1,0x110222,0,3447127496,372
3382,1,0x110222,0,3447661128,2653
3383,0,0x110121,0,3448507432,605
3384,1,0x110222,0,3448979080,893
3385,0,0x110121,0,3450402472,364
3386,1,0x110222,0,3451108712,354
3387,0,0x110121,0,3452618952,283
3388,0,0x110121,0,3453482344,249
3389,1,0x110222,0,3453732712,1181
3390,1,0x110222,0,3459212936,1113
3391,1,0x110222,0,3461215240,2807
3392,0,0x110121,0,3462003560,2722
3393,1,0x110222,0,3462340712,483
3394,1,0x110222,0,3462675304,335
3395,0,0x110121,0,3463658184,1330
3396,0,0x110121,0,3465419208,3761
3397,1,0x110222,0,3466871432,2629
3398,1,0x110222,0,3467775016,743
3399,1,0x110222,0,3468610280,456
3400,1,0x110222,0,3469438696,400
3401,1,0x110222,0,3472353672,2163
3402,1,0x110222,0,3472948872,775
3403,0,0x110121,0,3472996072,3071
3404,1,0x110222,0,3473070184,593
3405,0,0x110121,0,3473288136,3038
3406,1,0x110222,0,3473288232,1765
3407,0,0x110121,0,3473788584,4206
3408,0,0x110121,0,3475562568,313
3409,1,0x110222,0,3476805448,1098
3410,1,0x110222,0,3477777480,1120
3411,1,0x110222,0,3478224744,1689
3412,0,0x110121,0,3479145640,792
3413,1,0x110222,0,3479145768,461
3414,1,0x110222,0,3479875080,328
3415,0,0x110121,0,3480274056,629
3416,1,0x110222,0,3481266024,589
3417,0,0x110121,0,3481593672,2706
3418,0,0x110121,0,3485114952,3105
3419,1,0x110222,0,3485115048,2286
3420,1,0x110222,0,3485369096,2407
3421,0,0x110121,0,3489844200,640
3422,0,0x110121,0,3491570376,557
3423,0,0x110121,0,3493040968,2063
3424,1,0x110222,0,3493041064,654
3425,1,0x110222,0,3495485768,330
3426,0,0x110121,0,3495926696,1190
3427,0,0x110121,0,3498968040,1390
3428,0,0x110121,0,3500836776,2723
3429,1,0x110222,0,3501343304,534
3430,0,0x110121,0,3501554184,1841
3431,0,0x110121,0,3501689416,639
3432,1,0x110222,0,3501943208,2160
3433,1,0x110222,0,3503574568,1699
3434,0,0x110121,0,3504152040,2678
3435,0,0x110121,0,3506509576,1808
3436,0,0x110121,0,3507319848,341
3437,1,0x110222,0,3507851624,2169
3438,0,0x110121,0,3508540712,819
3439,0,0x110121,0,3508618952,1871
3440,1,0x110222,0,3508619048,1231
3441,1,0x110222,0,3509419592,2442
3442,1,0x110222,0,3512870504,350
3443,0,0x110121,0,3513713800,1331
3444,0,0x110121,0,3516299336,517
3445,1,0x110222,0,3516510952,1483
3446,1,0x110222,0,3517891816,1232
3447,0,0x110121,0,3518960424,4928
3448,0,0x110121,0,3519466280,2950
3449,0,0x110121,0,3519664808,653
3450,0,0x110121,0,3519908552,2217
3451,1,0x110222,0,3519908680,921
3452,1,0x110222,0,3520410376,992
3453,1,0x110222,0,3521586536,4946
3454,1,0x110222,0,3523671624,1544
3455,1,0x110222,0,3526480616,413
3456,1,0x110222,0,3528781000,2495
3457,0,0x110121,0,3528883368,1930
3458,0,0x110121,0,3529610824,2230
3459,1,0x110222,0,3529610920,721
3460,0,0x110121,0,3530030728,2621
3461,1,0x110222,0,3530172008,2037
3462,0,0x110121,0,3530987240,767
3463,1,0x110222,0,3531878248,1350
3464,1,0x110222,0,3535590632,835
3465,1,0x110222,0,3535955304,442
3466,1,0x110222,0,3536884392,711
3467,1,0x110222,0,3540356456,3152
3468,1,0x110222,0,3541357544,456
3469,1,0x110222,0,3542330632,2490
3470,1,0x110222,0,3543721640,2563
3471,0,0x110121,0,3544022344,277
3472,1,0x110222,0,3544050664,778
3473,1,0x110222,0,3544686408,2688
3474,0,0x110121,0,3545690760,871
3475,1,0x110222,0,3545947528,1619
3476,0,0x110121,0,3546870056,282
3477,0,0x110121,0,3547236648,3919
3478,1,0x110222,0,3550241352,421
3479,0,0x110121,0,3552075080,1234
3480,1,0x110222,0,3552075144,2631
3481,0,0x110121,0,3552404968,2758
3482,1,0x110222,0,3552465192,390
3483,1,0x110222,0,3552621128,528
3484,0,0x110121,0,3554764488,1061
3485,1,0x110222,0,3555180456,314
3486,1,0x110222,0,3555654056,612
3487,0,0x110121,0,3558447688,294
3488,0,0x110121,0,3558624424,255
3489,1,0x110222,0,3561651368,2631
3490,1,0x110222,0,3561867048,382
3491,1,0x110222,0,3561914312,2583
3492,0,0x110121,0,3563036840,326
3493,1,0x110222,0,3563671144,2662
3494,0,0x110121,0,3564178312,2748
3495,0,0x110121,0,3565957640,585
3496,0,0x110121,0,3568106536,3225
3497,0,0x110121,0,3570781704,1455
3498,1,0x110222,0,3572316296,1703
3499,0,0x110121,0,3573790792,2162
3500,0,0x110121,0,3574449640,700
3501,0,0x110121,0,3575142792,1437
3502,1,0x110222,0,3576749736,825
3503,0,0x110121,0,3577125352,3143
3504,0,0x110121,0,3579166472,988
3505,0,0x110121,0,3580626440,2124
3506,0,0x110121,0,3580771784,1210
3507,0,0x110121,0,3582680968,634
3508,0,0x110121,0,3583834088,1688
3509,1,0x110222,0,3584512328,626
3510,0,0x110121,0,3585267112,673
3511,0,0x110121,0,3585280712,1677
3512,1,0x110222,0,3585726312,766
3513,0,0x110121,0,3585859976,617
3514,1,0x110222,0,3586264232,448
3515,1,0x110222,0,3588160520,304
3516,1,0x110222,0,3588401064,2273
3517,1,0x110222,0,3589240744,339
3518,1,0x110222,0,3589883432,2391
3519,0,0x110121,0,3590627720,1442
3520,0,0x110121,0,3595419848,2031
3521,1,0x110222,0,3595419976,652
3522,0,0x110121,0,3596555336,245
3523,1,0x110222,0,3596655592,302
3524,1,0x110222,0,3596787048,285
3525,1,0x110222,0,3599234632,775
3526,0,0x110121,0,3599887368,1916
3527,0,0x110121,0,3599907080,1438
3528,1,0x110222,0,3599907144,2303
3529,0,0x110121,0,3603937000,4977
3530,1,0x110222,0,3603937128,643
3531,1,0x110222,0,3605579112,2648
3532,1,0x110222,0,3605621704,1314
3533,0,0x110121,0,3606850760,475
3534,1,0x110222,0,3606850856,475
3535,1,0x110222,0,3608289384,912
3536,0,0x110121,0,3608842280,342
3537,1,0x110222,0,3609433032,2835
3538,0,0x110121,0,3611830664,614
3539,0,0x110121,0,3612474760,2203
3540,1,0x110222,0,3612474888,505
3541,1,0x110222,0,3615001864,2735
3542,0,0x110121,0,3615445608,3128
3543,1,0x110222,0,3616711176,806
3544,1,0x110222,0,3616871752,357
3545,1,0x110222,0,3617187848,1592
3546,0,0x110121,0,3617507336,500
3547,1,0x110222,0,3617507368,1989
3548,0,0x110121,0,3617564264,3089
3549,0,0x110121,0,3618548776,3259
3550,1,0x110222,0,3618548840,1905
3551,0,0x110121,0,3620046056,814
3552,0,0x110121,0,3623695336,328
3553,0,0x110121,0,3625828872,1316
3554,1,0x110222,0,3625958824,889
3555,1,0x110222,0,3627545512,1526
3556,1,0x110222,0,3628377768,2952
3557,1,0x110222,0,3628695752,706
3558,1,0x110222,0,3628701736,919
3559,1,0x110222,0,3629499048,2895
3560,1,0x110222,0,3630033064,2627
3561,1,0x110222,0,3632075080,1412
3562,0,0x110121,0,3632087560,902
3563,1,0x110222,0,3633279720,2291
3564,0,0x110121,0,3636242664,962
3565,0,0x110121,0,3639045480,346
3566,1,0x110222,0,3639681768,317
